Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures,7514,ner_results
PourHouse7,Suman Ghosh,"Pocket-friendly place for a quick round of drinks. Tried their LIIT & Tequila Sunrise, along with a bunch of Chicken, Fish & veg starters. In the drinks, the Tequila Sunrise stood out with a distinct flavor, while LIIT was just the standard one. Would recommend to try the Chicken Nazakath - it lived up to its name with juicy and succulent pieces :-)

The place has 2+2 on Zomato Gold, and offers happy hours every day till evening. So saves the pocket-pinch.",3,"81 Reviews , 240 Followers",5/25/2019 14:48,0,,"{'food': ['Chicken', 'Fish', 'veg'], 'drink': ['Tequila Sunrise', 'LIIT']}"
PourHouse7,Sudipta Routray,Visited the clubbing section of the resturant must say ambience is too Good. Visited for ladies and bollywood night and one of the most nice DJs i could say.. Coming to drinks and they lived upto expectations.. we order Chinken Nazakat and butter garlic prawns and they were exotic and tasty...Finding these two too good went ahead with Fish Finger and kalmi Kabab.. They were good too...to scale up i would say must visit it to enjoy it.,5,"14 Reviews , 12 Followers",5/22/2019 18:09,2,,"{'food': ['Chinken Nazakat', 'butter garlic prawns', 'Fish Finger', 'Kalmi Kabab'], 'drink': ['Chinken Nazakat', 'butter garlic prawns', 'Fish Finger', 'Kalmi Kabab']}"
PourHouse7,Prachi Pant,"Went for a friend’s birthday celebration. The dj ans the sound system was decent. One thing that I noticed, when we moved from the indoors to the rooftop, the staff was very quick to transfer our table. The veg white sauce pasta was pretty good, though the biryani could be improved a little. Overall a good experience. And kudos to the bar service! Very polite staff. :)",4,"25 Reviews , 133 Followers",5/21/2019 23:56,0,,"{'food': ['veg white sauce pasta', 'biryani'], 'drink': ['beer', 'wine']}"
PourHouse7,Venkat.Ch,"Good place to come with it pals.. As i been visited this place more that couple for time.. I think the place is good and how ever i only visited post lunches looking forqard to dropin in the evening..

Good staff good food n OK ambiance...

Small place but good to go.",4,"61 Reviews , 138 Followers",5/21/2019 19:11,0,,
PourHouse7,Rohit Kumar,Ambience was great.. food was good too.. service was pretty fast.. drinks were as I expected.. Pradhan was my appointed guy and he was very respectful and fast in delivering my orders..,5,"1 Review , 13 Followers",5/19/2019 0:02,0,,"{'food': ['food was good too'], 'drink': ['drinks were as I expected']}"
PourHouse7,Ankit Saraf,"Loud music, average food and untrained staff sums up the place.
We ordered a veg hakka noodle which was pathetic and one special pizza which was very average.
While ordering the pizza, the staff didn't know the toppings on the pizza.
Above all the DJ was playing all wierd songs and was very loud",2,"20 Reviews , 99 Followers",5/18/2019 16:35,1,,"{'food': ['veg hakka noodle', 'special pizza'], 'drink': []}"
PourHouse7,Samujjwal Baruah,"Overrated! Average food. Limited menu! Served Cocktails with alcohol content as that of Mocktails!
Service is also average. Not served until called upon, 10-15mins after arrival.
Do not expect a great experience!",2,"2 Reviews , 2 Followers",5/17/2019 21:25,0,,"{'food': ['Average food.', 'Limited menu!'], 'drink': ['Cocktails with alcohol content as that of Mocktails!']}"
PourHouse7,Anurupa Mondal,Not a place I would visit again. Menu is very limited and cocktails got no alcohol at all. Visited on a Friday night and totally disappointed. Crowd also not good . Never visit would be my advice... Hyderabad got tons of better options.,2,"4 Reviews , 49 Followers",5/17/2019 21:23,0,,"{'food': ['pizza', 'pasta'], 'drink': ['cocktails']}"
PourHouse7,Venu Gopal,A place to hangout with your friends and colleagues... Match lovers can enjoy here. They put the live screening of the match in the rooftop. Loved the ambience of the club too... We ordered starters which were very tasty and the best part is the staffs which behaved with us very politely... Loved alot... Thanks for serving us in such a polite way... Thanks alot,5,"1 Review , 4 Followers",5/10/2019 19:11,0,,"{'food': ['starters'], 'drink': []}"
PourHouse7,Venky Naidu,"Hey, this place is awesome. Best place to hangout with friends. Good offers with good food. It's located in Gachibowli hi-tech City road. Recommended for corporate and couples.",5,"1 Review , 25 Followers",5/10/2019 19:00,0,,"{'food': ['food'], 'drink': []}"
PourHouse7,Dinesh Jana,Pour house 7 is an awesome rooftop bar im gachibowli. We went on a Friday for the ladies night and it was jam packed. The DJ was awesome and so was the crowd. Keep up the good work guys. And for ladies they do ladies night every Wednesday Friday and Sunday so thats a plus.,5,"5 Reviews , 5083 Followers",5/10/2019 16:41,0,,"{'food': ['Pour'], 'drink': ['house', 'rooftop', 'bar', 'Friday', 'ladies', 'night', 'Wednesday', 'Friday', 'Sunday']}"
PourHouse7,Anjali Gupta,We went for a quick drinks+snacks catchup. They have zomato gold on drinks but they showed a lot of restraint to provide that. We found the food quality average and service even below average. Avoidable all all costs.,1,"56 Reviews , 156 Followers",5/10/2019 9:19,0,,"{'food': ['zomato gold'], 'drink': ['drinks']}"
PourHouse7,Ashish Bisht,Horrible experience.Food was really bad and service was very slow. Most of dishes mentioned/recommended in other reviews were not even part of their menu. First time i had such a disappointment with any 4+ rated restaurant.,1,"2 Reviews , 33 Followers",5/5/2019 23:01,0,,"{'food': ['bad', 'not part of their menu'], 'drink': []}"
PourHouse7,Abhishek Dey,"Rooftop is a great place to hang out with friends.
LIIT was awesome. The white sauce pasta just didn't feel up to the mark. Ambience is great. It's a must visit on weekend.👏✊👍",5,"5 Reviews , 202 Followers",5/4/2019 15:30,0,,"{'food': ['pasta'], 'drink': []}"
PourHouse7,Abhishek Shrivastava,Amazing place. Exemplary service by Pradhan and Sunil bhaiya on the rooftop. Loved every moment of this palce. The dj was amazing too. The cost is also okay. Not very expensive.,5,"1 Review , 4 Followers",5/2/2019 23:39,0,,"{'food': ['Amazing place'], 'drink': []}"
PourHouse7,Abhishek Yadav,Great food for best price.......great ambience......great service by pradhan😎.......the starters are awesome with variety of options.....mocktails and drinks are cheap,5,"1 Review , 3 Followers",5/2/2019 15:30,0,,"{'food': ['starters', 'options'], 'drink': ['mocktails', 'drinks']}"
PourHouse7,Chandra Sekhar Reddy,Place and music was good. Food was tasteless. Not upto quality. service was better but I have noticed crew was busy moving/jumbling the seats all over floor all the time.? Not a very pleasant experience for a first time visitor.,2,"8 Reviews , 85 Followers",5/1/2019 21:53,0,,"{'food': ['tasteless'], 'drink': []}"
PourHouse7,Vishnu S,"We enjoy drinks and full of starters in veg and non veg. Rooftop ambience really good. Chicken 65, chicken pakoda, crispy corn was very good.",4,"69 Reviews , 178 Followers",5/1/2019 12:08,6,,"{'food': ['chicken', 'chicken pakoda', 'crispy corn'], 'drink': []}"
PourHouse7,Kanthi Sri,Good food ... barbeque chicken was lit🔥...it was so spicy ..though I liked it very much ..I also ordered chicken popcorn which I felt was tasteless .however the place and the service was good ..,4,"3 Reviews , 6 Followers",4/29/2019 11:54,0,,"{'food': ['chicken', 'chicken popcorn'], 'drink': []}"
PourHouse7,Shriya Das,Had good food and drinks. Good ambience. Good service. We loved your drinks. Food is even better. Crowd was little shady.Even music was quite good.,5,"52 Reviews , 43 Followers",4/29/2019 11:14,0,,"{'food': ['good food', 'food is even better'], 'drink': ['Good drinks', 'We loved your drinks']}"
