review_id,user_id,business_id,stars,useful,funny,cool,text,date,ner_results
03g99Yc3OZbQo7zHlomRsg,PydnNXXz8MmWfYredcwbow,CPgWuWGZ4v2sZr5_-1kluw,3,1,0,0,When I want a good  burger at a good price either it's beef or chicken I come here not McDonald's or buyer king!,2013-12-20 21:39:13,"{'food': ['burger', 'beef', 'chicken'], 'drink': []}"
RhLqRN9fNAbtC4W-FC-spg,2EiU1ZjC649_twqBJuZBhQ,ydY1FKBgpgXvhxpVPMbinA,4,0,0,0,"Went in for lunch and sat at the sushi bar. The staff was friendly and attentive. It is a small space but nicely decorated an everything appears to be new. I had one of the sushi lunch specials which included three 6 piece rolls and miso soup for $13, which is pretty good compared to some of the local grab and go sushi which can get over $20 for two rolls. I had a really nice lunch here and would definitely go back.",2011-05-06 17:28:36,"{'food': ['sushi lunch specials'], 'drink': []}"
35YeuFKUhvksNE-07iPmDw,FXc3Ol7md1_ff9Xpy0iYCQ,I4TFiNX5gTsJBnEGH2Tl8Q,5,1,0,0,Great lil' coffee shop with quality coffee and a legit menu that covers all the bases!  The new management has been doing a great job.  Had an avacado everything bagel thingie and it was delicious!  Worth checking out if you're in the area.,2017-12-20 19:04:19,"{'food': ['avacado everything bagel thingie'], 'drink': []}"
mMKGgVSdWXEHDohIxdlxdg,FiwBKDWit_SaKBYvmkNCKg,BWITd9JUXP3gSi1z3Y-z8g,5,1,0,1,"Went for a business lunch and was very impressed! Was busy, but not too loud to have a good conversation. We each got the arugula/mushroom and the broccolini/ceasar salads and split some char grilled octopus, and everything was delicious! The pizza looked amazing, but I have a gluten allergy and they do not offer gluten-free pizza or pasta options. Service was middle-of-the-road and it was quite cold to sit in front of the large doors that I presume open in the milder weather, but all-in-all it was a pleasant experience and I'll keep it in mind for the future.",2017-02-02 19:41:34,"{'food': ['arugula/mushroom', 'broccolini/ceasar', 'char grilled octopus'], 'drink': []}"
bAV4eK3i3nh-RFGf5oh0RA,tGEkFShSLzO5BACDDBPb2Q,sdWuLh-auc0nC2Jy6_26AQ,3,0,0,0,There isn't anything I can say is wrong with Black Sheep but there is nothing that is a huge draw either.  The food is pretty basic -standard pub food.  The wings are good and the burgers are average but they do a great job with breakfast and the  $3.50  FULL SIZE mimosas on Sunday can't be beat.,2012-07-28 22:14:38,"{'food': ['wings', 'burgers'], 'drink': ['mimosas']}"
cHM9J4Kud02BjJ3e1iyI7A,B6bgI2Ke8ht1cr6XuwTy7Q,DsKzHnkLKnxZTVsFpts4oA,4,0,0,0,"Very solid experience.  The staff was friendly, drinks were really good and the food was very good.  I had a Mojito, which was refreshing and best of all, not overly sweet.  I also had one of their takes on an Old Fashioned, they called 'The Spaniard' which included a slice of orange, no muddled fruit and chocolate bitters.  It was an excellent drink - I could definitely taste a hint of cocoa, but again, not overly sweet.  Just perfect!  For dinner, I had the short rib, which was a huge portion and cooked excellent!  My girlfriend had a mojito and a butter steak of some sort which was good as well!  Ambience was right up our alley - kind of a chic industrial, yet rustic theme going.",2013-06-06 00:25:36,"{'food': ['short rib'], 'drink': ['Mojito', 'The Spaniard', 'Butter steak']}"
Z-voTs7uEBHbfaf6ZVev0Q,7KMxUlJZDwBia-YlVOmj0Q,GUNpbcLvHZLE3NpOifjNUQ,4,1,0,1,"Just had lunch with a few co-workers at Slate and we were all impressed. The lunch menu wasn't enormous, but large enough and contained so many delicious sounding things that it took forever to decide. Prices ranged from $7 to $13 per dish.

With such amazing options, I oddly opted for the Local Burger. WOW. A perfectly cooked medium patty, on a Challah roll, with Philly Pale Ale onions and Gruyere cheese. Delicious. It also came with a generous side of fries that were quite delicious.

The beer selection was pretty nice, flowing from your popular macro-brews to locals and macro-brews. Average about $5.50 per pint.

There were very few customers in there at the time, but I suppose we were a little late for the lunch rush. The music was a notch above too low and was a mix of modern, up beat tunes ranging from electronic to modern rock. Even heard some Gogol Bordello!

Overall, I would definitely go back to try out the rest of the items that I had eyed up.",2010-06-04 18:18:21,"{'food': ['Local Burger', 'Fries'], 'drink': ['Philly Pale Ale', 'Gruyere Cheese']}"
5OXEE9UhMwhKMSsyO2ySGA,-gj_s3HkwSLQRCNwJUwwmQ,1UNorskttXSWuEcgzKzXcA,5,0,0,0,"Guac + Queso Fundido + Skirt Steak + Tres Leches = the best meal you've ever eaten.  Ever.  And the waitstaff is so friendly.  I don't live in Philly anymore (so sad!) but I make a point of stopping by when I'm driving around the BosWash megalopolis (it's so good it's worth the trip from the Turnpike).  I've found some of the other dishes a bit inconsistent (though still really tasty), but if you stick with the above-mentioned combo, you will *not* be disappointed.",2010-02-04 07:24:20,"{'food': ['Guac', 'Queso Fundido', 'Skirt Steak'], 'drink': ['Tres Leches']}"
h5RAU2cb2ynUPHuim95kYg,MmUvhVk6gKzDEx91H5JYyg,OHzX-ZD9qyoeoxR8Z0dlIA,4,1,0,2,"It may have a bit of a dive bar appearance, but the food and beer at this place are great.  Their tap list is a couple of pages long with both domestic and imported craft brews, with a good selection from cross the beer spectrum.

The barbecue and southern food is awesome.  Go to items are the hush puppies (the caramel butter that they come with has probably taken a few years of my life, but it is well worth it) and the collards as sides, and the catfish poboy.  My wife is vegetarian and the options for her are great - vegan 'chicken' or vegan 'catfish' poboys along with veggie sausages etc plus most of the sides are veggie!",2018-08-28 20:11:35,"{'food': ['hush puppies', 'collards', 'catfish poboy', 'vegan chicken', 'vegan catfish poboy', 'veggie sausages'], 'drink': []}"
BmTzq1i1ijV7yuDd2URsdg,UBvi6KQTEscWxopDviMozw,eFvzHawVJofxSnD7TgbZtg,3,1,1,0,"This place is great. I often come here to get work done. There are plenty of tables near outlets, the staff are always friendly and helpful, the food is fine, the coffee is fine.

The only problem I have with this place is that they allow all dogs, not just service animals. For a place that serves food, I find this entirely unacceptable. My friends and I were working there a while back when someone came in and brought with them the largest, smelliest dog I believe I've ever seen. We had to leave immediately.

If you don't mind going to an indoor dog park, there's really nothing else about this place that I wouldn't recommend.",2012-09-23 19:30:45,"{'food': ['coffee'], 'drink': ['coffee']}"
rdEGT2YCKd8mJxZqvlck5Q,n1OrzdUywZXcvrRa7bfQag,y1HgVnt4K5owmYXC5yXLGg,5,2,0,0,This is a hidden gem off of Broad street.  The food is amazing and the owners are very friendly.  I recommend that you stop by and give them a try.  You will love it.,2017-10-14 18:57:32,"{'food': ['food'], 'drink': []}"
EPsC1BH30OtXHuspe_epBg,x6gpriFKAkgEDrWJTyJ-Kg,mCo2uVTTGYrEhRrkQW-CMw,5,0,0,0,"This place has everything I want for my dinner. The crispy pancake makes me feel at home. The sweet and sour pork is great, better than the one in Boston's Chinatown. The noodles come with large portion, and they are amazing!!!",2016-06-25 23:36:03,"{'food': ['pancake', 'pork'], 'drink': []}"
4Rf1Ni-9ObvIzHzjwPRJNg,jO2BYixqIO_wIdwRbyTDQA,bUnqKEP7h48ePxHMXV0fNw,3,0,0,0,"The Plain pizza is ok, but the cheese fries were nasty and I didn't even get the 2 liter soda I asked for . My friend said He ordered there before and he said their food is disgusting, thought he was playing, I highly don't recommend the food",2016-02-28 00:59:55,"{'food': ['Pizza', 'Cheese Fries'], 'drink': ['2 liter soda']}"
snPzi0M0Zyo-ZEHjRPMfKw,grx-6vtEA9SP6F1K9cfpGg,K8b2MQ5Az59-nzvqUfjJEQ,2,1,0,0,"The food was well prepared and tasty, but the portions were too small. Although we each ordered a first course ,entree and coffee, we would have left hungry if we hadn't each eaten two rolls (which were very good). Also, we were dismayed by the restaurant's reaction to the fact that one of the folks in our party of 4 brought cupcakes and candles to celebrate a family event. Although the waitress said nothing when she saw the box and, in fact, took it into the kitchen to await dessert,  a ""plating charge"" of $16 was added to our bill. None of us had ever had a similar experience at a restaurant; not only should we have been told about the charge when the waitress first took the box, but  the charge was excessive.  I understand that the restaurant may have been disturbed that we didn't purchase their desserts, but we had spent a good deal of money on the other courses, so it seemed rather petty for the restaurant to have reacted the way it did.  I am unlikely to return to a restaurant that is so inflexible and inconsiderate to its customers.",2014-05-21 19:37:58,"{'food': ['food was well prepared and tasty', 'portions were too small'], 'drink': ['coffee']}"
4rzLiGHdAIFZbbgcNezOEQ,QfopJtrbOsludhTQNFwQiw,nsZMsV91PfYQ8w2lbktpjA,5,0,0,0,Fast delivery. Better exp. than before. BEST EVER BACON RANCH PIZZA!!!! The crust was even amazing!!!!!!!! Mozz sticks are average but the seasoned steak fries are pretty tasty.,2016-06-07 00:02:14,"{'food': ['Bacon Ranch Pizza'], 'drink': []}"
EObRT_NlOq_tjD4S2tBung,jjc8a8Xs87jyTEpIj_v_Tw,tQYOAfl33tmP4oWpfyRr6g,3,0,0,0,"Just ordered dinner from here, we got a bunch of stuff to try out. Nachos/carnitas burrito, chicken taco, rice and beans. Delivery was like 10-15 mins late so everything was kinda cold and soggy. Everything tasted ok, but to me , it seemed like everything kinda tasted the same. I really couldn't tell much difference in taste with the different items. Just kinda bland and soggy. I'm sure the food is much better eating in, but in my opinion delivery hurts the finished product . Will not repeat",2016-03-16 18:43:12,"{'food': ['nachos/carnitas burrito', 'chicken taco', 'rice and beans'], 'drink': []}"
4m9-hAgmLaw-DuY4FGiZMA,GIoUmry8mvCrhU0xoq-Rag,r-kln94enJMMmCWmzbXO2g,2,4,1,0,"The products are delicious, but I have had several bad encounters with service. The first time that I bought the chocolate peanut butter tart at 25 dollars, their wording, I was rung up at 30 dollars for a torte. I questioned the price due to the signage. They removed the 5 dollars and asked me how that made me feel. Not good. I stopped in earlier this week and noticed the same product at 25.00, same sign. A few days later I called to order one. I was told that they don't do preorders, but that they always have them in the morning. I was told that they would hold one for me. I arrived just after 8 to see a huge order going out, obviously a preorder. I stepped up, same signs, same price as before, 25.00. Again I was rung up at 30.00. I was furious and the sales rep told me that she couldn't budge. Her manager (co-worker) said that he would make good on the cost. Again, I left feeling terrible. Great products, horrible service.",2016-11-19 13:58:50,"{'food': ['chocolate peanut butter tart'], 'drink': []}"
VMGUpNyf9s0aXX7fjgPKLg,N_1hiAdSTCuNRXMoICxEgg,uIZwBkvWicqyWraXvYOipw,3,0,0,0,"Atmosphere and service are spot on. Food was variable. 
Our waitress was really perfect, always there at the right moment, helpful and cheerful. Really could not ask for better service. 
For $45 for a four course dinner on south broad you really can't complain too much. But you can eat better than this. Several dishes were over salted or over spiced. Grilled octopus really doesn't need all that spice to be good, just grill it properly and dress it with a bit of oil and salt and it's amazing. Overcook it and overspice it, and it doesn't work. 
Greek salad was delicious. 
Wogyu carpaccio was very good, nice mix of flavors. 
Pork was salty and fatty and dry. Accompanying bread pudding was excellent. 
Lamb rigatoni was very good, but over spiced. 
Desserts were just ok. 
Drinks were very good.",2013-11-24 00:13:26,"{'food': ['Greek salad', 'Wogyu carpaccio', 'Pork', 'Lamb rigatoni'], 'drink': ['Desserts', 'Drinks']}"
-FV7ryOl_1rYy-3OJx6JvA,4hNbBFAm4QFgquiI6zEdxQ,VbItL6RDULtnw4YvB6EhVg,2,0,0,0,"Been here first thing on a Sunday morning and a couple evenings, after a walk up and down the street but can't say that any of the times wowed me - or made me even say ""Hey, let's go to Jon's."" It's generally more like ""Ah, God, my feet are killing me. Let's grab a drink."" A bit kitschy and worn looking, but defintely only a place for those Three Stooge/Larry Fine fans or if you're looking for a place to get off your feet and people watch awhile. Again, nothing bad but well, nothing really great either.",2010-02-09 03:25:01,
_n7Gjdjub3uW5mh7BIpBQA,bDNF2TBsTXSV8DjvQzpU0w,U30ggGzFpXvc2NZYwOW3qg,5,1,1,1,"A very unique, yummy meal! Check out my full review with pictures below! :)
http://goodyummyeats.wordpress.com/2013/08/18/mood-cafe-ecstasy-guaranteed/",2013-08-21 17:05:28,
