review_id,user_id,business_id,stars,useful,funny,cool,text,date,ner_results
VRAjK-I6cGyoqSM4IQZRgw,vHvqCNGKIDh4JbM29OseEg,DRnvSL_I8MLuTLhl6O4JBQ,1,2,0,0,"We visited Grace & Pat's on a Friday night around 7:30pm, and it was almost completely empty. We thought this was a bad sign, but decided to stay, because we had loved the pizza at their other location (Gennaro's Tomato Pie), and had been wanting to try Grace & Pat's since it opened.

The first annoyance was that it was cash only, with no ATM on site. I know there's a tradition of Italian restaurants in South Philly being cash only, and Gennaro's is cash only, but it's still annoying. Nevertheless, we walked the several blocks to the CVS to get cash, and came back to the restaurant.

Then, we saw the menu (http://media.philly.com/documents/Grace+and+Pat+Menu+In+house.pdf). Soda is $2.50 (no refills), and extra pizza toppings are $3 each (half or whole pie is the same price). Seriously? Not offering refills on a $2.50 soda is so ridiculous and inhospitable, and I've never seen a restaurant charge $3.00 for a topping like mushrooms or red onions. 

We were still being optimistic, however. If the pizza was as good as Gennaro's, it would be worth putting up with some hassle and nickle-and-diming. 

Unfortunately, the pizza was NOTHING like what we had experienced at Gennaro's. The crust wasn't crisp, it was actually tough. We both joked that we were going to need dental work after eating it. Not only was it tough, it tasted like it had been frozen. They also used the bare minimum of sauce and cheese on the pizza (the photo on their Facebook page looks nothing like the pizza that arrived at our table). I got the white pizza, and it was like a flat bread that someone had barely sprinkled cheese on, toasted, and then forgot in the toaster oven until it got tough. My boyfriend got the red pizza and the sauce was cold in some places, and it was also topped with very little cheese. Same tough, frozen-tasting crust. 

Grace and Pat's gets 1 star for the appearance of the restaurant, and the very nice waitstaff. The restaurant is really cute, the music is at a nice volume, and the waitstaff are very pleasant and attentive. 

If they brought over the recipes from Gennaro's this place would get 5 stars, even if they stayed cash only and were stingy with soda refills. If they stay the course with their current menu, this restaurant won't last a year. East Passyunk has too many great, reasonably-priced restaurants, and too much great pizza for anyone to want to make a return visit to Grace & Pat's. I really, really hope the owners take their Yelp reviews to heart, and address the problems with the current menu.",2015-08-31 20:23:06,"{'food': ['pizza'], 'drink': ['soda']}"
MwN3OoJ7OGxOSd-2S99paw,GG0mFsEXb-02_dzFPqRV1Q,VRnJgj0IvxoksHppE78X2Q,2,1,0,0,"Now that our neighborhood Chinese restaurant is closed my husband and I are on the hunt for a new go-to. His theory is that the best Chinese must come from China town, so it's worth it to get in the car and go grab some take-out.

Tonight we tried Lee How Fook.

It was a disappointment.

Let me keep it simple -

The orange chicken that was designated as ""spicy"" on the menu was not spicy. Not even a little bit. I am sensitive to spice, and was looking for something spicy to clear my sinuses tonight...and this dish did not deliver. On top of that, it wasn't even flavorful.

The won ton soup was bland and the filling could have benefited from some scallions or carrots or something crunchy.

The pan seared dumplings where chewy and falling apart.

The servings were VERY small, especially considering that the prices were much higher than your typical Chinese restaurant.

The szechuan shredded pork was basically absent any pork.

Looks like our hunt continues...",2012-02-04 03:53:08,"{'food': ['orange chicken', 'won ton soup', 'pan seared dumplings'], 'drink': []}"
eQpN6-3_Ql4M1aL4gEZ6bQ,4nXQzv_tLNgwBaNnvUpxpg,5iuo1kvv0XZMS0bUOoLz2Q,1,6,1,1,"EXTREME FOOD POISONING from the SEAFOOD PAELLA on 1/3/2011

My fiance and I went for lunch and I ordered the soup du jour (seafood chowder) and the seafood paella, a la carte. He ordered mushroom soup and a steak sandwich. We ate a bit of each other's item--everything BUT my paella which he did not touch. I wasn't very hungry and only finished half my soup and a third of my paella. A short while after lunch I felt unwell--nauseous and queasy. This uneasy feeling sat with me for a few hours and I thought I better get some food into my stomach. 

My mistake was finishing the rest of paella from lunch (yes, refrigerated since I returned home). Within three hours of eating I was retching non-stop and continuously and the only thing that came up was the paella--parts and pieces of it clearly identifiable (sorry to be graphic). My vomiting and illness continued for hours until about 2am in the morning when my stomach was empty and I was finally able to fall asleep. I spent the entirety of the next day in recovery with bed rest, yogurt, banana, and porridge as my only meals for the day. 

I regret several things about going to Bistro St. Tropez: 

1. Going and spending good money for unsanitary or ill-prepared food that didn't taste great in the first place. 
2. A whole day of extreme physical sickness and the next day in recovery.
3. Then I regret that I did not feel well enough to visit the doctor to document my illness.

AVOID AVOID AVOID!",2012-01-06 23:11:46,"{'food': ['seafood chowder', 'seafood paella'], 'drink': []}"
97TXuVoOz-2h8ggJRqGUww,xMePkf-mjaFcrYhUlfMR3Q,PYUI1OJVksGUbCrteU68bw,5,1,0,1,"Drove by hungry and saw a ""restaurant and bar"" sign and decided to stop in. Needless to say, I am very glad we did. The food was beyond amazing. I had the fried chicken and Mac and cheese and she had the oxtail fries and spicy tuna nachos. Everything tastes great and fresh. Drinks were great also. Nice selection of cocktails and draft beer. Bourbon and Branch is definitely going on my list of go to places and very high up on it.",2015-02-05 11:10:01,"{'food': ['fried chicken', 'Mac and cheese', 'oxtail fries', 'spicy tuna nachos'], 'drink': ['Bourbon and Branch']}"
nIcBaOb32dJrAxZNTGj3zQ,SIiaAU4V1OvOVthJVHumxg,htO_nlxkEsYHzDrtbiUxew,5,0,0,0,"My reply is to Charlie B.'s from Philadelphia  

Certainly very accurate description of the coffee beans process, toasting etc. but he is missing a big point: the ultimate product.

I am italian grew up in Italy where espresso probably has longer history than here. Yes we italian are much less cerebral than here in US where you can write book about coffee. We just go to a bar for a good espresso or cappuccino prepared quickly. Here it has become (no judging) a ritual.

Said this I did try the Bodhi's and Spruce Street 's espresso, in both places  the time to wait for a coffee is unbelievable long, price outrageously expensive. Maybe the trendy and very expensive  Stumptown beans are perfect for hand poured coffee but certainly not for espresso I can tell you this much, those beans are way to bitter. 

Bottom line La Colombe offers the best coffee beans for espresso and cappuccino prepared in a short time with no wait as many of my italian friends agree on. All baristas there are top of the line and I am talking not so much about the decoration with the foam (they are very good of course) but the efficiency and fast service they provide no matter how long the line is. 

For what regards the owners of La Colombe I honestly don't care much of what they do with their personal lives as far as they run a good business !!!

In terms of dates form  roasting he is correct , coffee should be consumed within  2 weeks from grounding but with the big sale they have I don't think  that is an issue and even when you buy coffee in Torrefazione in Italy they don't put the date.

One last point if you make homemade espresso you know that coffee machine should keep a little residual of coffee grinds. As a matter of fact when you buy a coffee machine in Italy they always suggest to run for few time to condition the machine.
I hope this was helpful !

Paola C.",2012-06-02 13:54:05,"{'food': ['espresso', 'cappuccino'], 'drink': []}"
DVdE837FQbmM08vn21McxQ,_R-xEEF119h1faZ2xfSpjA,GUNpbcLvHZLE3NpOifjNUQ,2,0,0,0,Empty on Sunday nite but still mediocre service. Food was also only so-so. Crab cakes had unpleasant stringy texture and no taste. Def. Not the backfin meat the waiter claimed. Would not do this again.,2011-03-23 22:45:17,"{'food': ['Crab cakes'], 'drink': []}"
JxHIp-ibiTmGQPfujF9sCw,IcruYcZNNIGkl0UCUHjGJw,FHNIvNgh3fS7VZQq2Y3dsA,5,0,0,2,"Major Key Alert!!! Like Ramen? Come here, end of story. 

Seriously though, Cheu Noddles is the best ramen place I have ever been to. I usually can't finish a bowl of noodles but I finished it ALL! 

Before arriving, I was hoping they had hot sauce because the last place I went to didn't and my bowl needed it. However, at Cheu I had the Coconut Curry Noodles and I never had to use the hot sauce. I even added shrimp and it was perfect. 

The vibes were super chill and they were playing popular early 2000s music. The place is very small and the wait for us was 40 minutes for dinner but was completely worth it. Oh and the service was great. Definitely try this place out; you won't regret it, especially during this snowy weather.",2017-03-16 03:41:11,"{'food': ['Ramen', 'Coconut Curry Noodles'], 'drink': []}"
sVjnMM0UgrGA2TWQYi8EEQ,84ykfRF1ec8eDzFlFyk8QA,Dv6RfXLYe1atjgz3Xf4GGw,5,1,1,0,"I would give it 10 stars if Yelp allowed it.  I literally ordered 2 sandwiches, both for me. The Philly steak and the crispy chik'n buffalo ranch. I'm still fantasizing about both. God bless you, HCV.",2014-06-17 01:20:37,
rFoLZ5gytBjY3lhp5WcvxQ,5LDLQIPPRMG7kXLhF1P4xQ,V6Om7YZhlRQRU7WfuxHq8Q,4,0,0,0,"This is actually my 2nd time eating here. The first time was last month. I had their corn and chicken chowder- I actually love it, I love the andouille sausage and has  a good amount of chicken,sausage and rice! 

Yesterday, I had to try their beignet- it was the best one I've tasted 4 stars for that!! I was curious about their fried mac and cheese! It was crunchy on the outside but soo good creamy inside has some cajun flair to it!! Their cornbread is soo delicious!!! 

Next time I will try their breadpudding, praline cookies and other food on their menu!",2011-07-11 14:48:04,"{'food': ['corn and chicken chowder', 'beignet', 'fried mac and cheese', 'cornbread'], 'drink': []}"
tZkV43_tfFOI9eB9TYkyCg,9N4CqDw7BAp8HhQapnOYCw,vCHNWdW-ys-nWUx3Cpvk8Q,5,0,0,0,"Swiss Haus Bakery came recommended by the Ritz Carlton concierge in Philadelphia. Outstanding bakery!!  We had Swiss Haus create 3 custom cakes for a family celebration dinner.  We emailed images to the bakery, selected our flavors and they delivered the cakes to the restaurant.  The cakes were all decorated perfectly and they  were delicious!  I can't wait to personally visit the bakery the next time we are visiting from New York to sample some of their other divine pastries.  If you're in need of a custom cake that not only looks beautiful but tastes amazing too look no further...stop at Swiss Haus!",2015-01-20 12:27:52,"{'food': ['Swiss Haus Bakery'], 'drink': []}"
