review_id,user_id,business_id,stars,useful,funny,cool,text,date,ner_results
9OFO6MpYWi61OPM6Ze4eWQ,VOv5TUoEraeuIgCi_FjsHA,MMRRS6YhVRx_iN5-JhMRYg,5,0,0,0,"Visited with a group of 18 for the tasting menu.  Soooo much food!!!  Service was great, food was awesome.  I will definitely do that and visit again!  Many thanks to Megan for arranging everything in such short notice.",2016-12-22 14:19:52,
guNOWsx2FbwOmKrUeCQicQ,UMC2dKiLVhfGSvHX8QQeOg,BWITd9JUXP3gSi1z3Y-z8g,5,3,0,1,"This place is a gem. We accidentaly stumbled upon this place while biking the fairmont trail nearby. We saw the deck area from the trail as well as the parked bike decor on the railings and thought it would be a great place for bikers to grab a drink. We were in for a surprise.

We sat on the deck and started off with some peronni's and a delicious kava infused cocktail. The service was outstanding. Because of the excellent service and menu presentation we decided to order some food. We decided on the Quattro formaggi pizza which is one of the best pizzas I've had in a while. Fresh ingredients and cooked perfectly. Thin crust style.

We were so pleased at the end that we decided to get the pistachio and chocolate cannolis for dessert. They were the best cannolis I have ever had. Highly recommended.

I will definitely be back and I will try the meat and cheese board next time. The group next to us ordered this and they seemed very happy with their order.

Keep up the great work In Riva!",2012-04-03 16:00:23,"{'food': ['peronni', 'quattro formaggi pizza', 'pistachio and chocolate cannolis'], 'drink': ['kava infused cocktail']}"
gfz_1nnBamybc_MDIAFzEA,N5Qi_AUkBVZ3zaqLqSwSqw,ROeacJQwBeh05Rqg7F6TCg,5,0,0,0,"I am always on the lookout for good Korean food in the USA, and this hole one the wall
restaurant serves good, non-fussy, fresh, and healthy food.",2015-10-26 15:25:27,"{'food': ['Korean food'], 'drink': []}"
RXVvdP8-ii-5DHkTQOybNA,JM2PVRrNAXTtHVT5Nbo3jg,cXSyVvOr9YRN9diDkaWs0Q,4,3,0,0,"To me, Honey's is first and foremost about comfort. The decor is all weathered country items. There are large barn door windows that allow for a great breeze on a summer night. The staff is really friendly, and courteous. As I don't think the food is the most amazing I've had, the environment is really comfortable and inviting. Oh, and the carrot cake: To Die For!",2007-06-07 03:10:52,"{'food': ['carrot cake'], 'drink': []}"
YVDmpteNBcZgBADQi8NT7A,DjzhgkyU9zAmWIE_RFDJig,AxcyIxsjJbRNG2RFTguavw,5,0,1,0,I didn't know what the fuss was about but because of all the fuss I stood in a 15-20min line for a hot sausage. It...was...the best hot sausage I ever had. Oh em gee and what a nice and personable guy he is too. The best can't wait to go back,2016-05-20 18:54:42,"{'food': ['sausage'], 'drink': []}"
31gdUem_CbwtyrX4Wo_Bvw,PXFDj-b3QvDvyc7ZjxhVBw,NQSnr4RPUScss607oxOaqw,4,1,0,0,If u need a little history on IPA etc. Frank is your guy! Great food & one of the largest variety of cold brews I've ever seen in a local spot.,2017-12-31 03:39:21,"{'food': ['food'], 'drink': ['drink']}"
sD2KyiTO4c6kEbY1Bn4XLw,U7FKiS1eROsSzBg-7Ohr4Q,wUnLSg_GKfEIQ5CQQ770_g,5,0,0,0,"Exquisite. We went here for the second time this fall since they started the chef's menu. We'd been to Vetri a few times in the past, when it was a fabulous, traditional Italian restaurant and it was great then. This is food, wine and service taken to a new level. On both occasions we had the wine pairing and it was spot on perfect with the courses. We started both times with a palate teaser from the chef which promised the joys of what was to come. Unlike most multi course chef's offerings (such as Alinea in Chicago) Vetri actually gives you a choice of dishes within a limited range of beautifully prepared courses. We opted to have the chef choose for us both times so that we could taste what he thought was interesting and so that we could share each other's plates. When I say that this rivals the best restaurants that I've ever been to, it is not an exaggeration. The blend of flavors in each course and plate was magnificent.
In addition, we had the same wait person both times and he paid meticulous attention to us and was friendly and understated. Such a pleasure. Finally, one could actually have a lovely conversation here. It had a pleasant low level vibe without intruding on conversation. For those of us who hate loud restaurants, it was heaven. Vetri is pricey, so it's not an everyday, casual kind of place. But you get what you pay for.",2017-12-19 13:03:42,
-2GKg5E1amV1HjQjCmV5tA,1WjUq-vtj8jEDNkdHOeyFg,H4t7YAtaDQ8bKOW452zSaA,5,1,0,1,"The breakfast sandwich I had here was the best breakfast sandwich I've had from any coffee shop in the neighborhood!  An everything bagel, crispy bacon, avocado, tomatoes, and cream cheese.  Their cold brew was delicious as well, lots of outlets and fast wifi.  Can't wait to go back and try more sandwiches and drinks.  You won't be disappointed.",2017-08-10 20:48:22,"{'food': ['everything bagel', 'crispy bacon', 'avocado', 'tomatoes', 'cream cheese'], 'drink': ['cold brew']}"
8edBEOdRBBxa0n7lWJdYLA,IbhWu7ZaymYKy4tjavFU8w,3lBooCffgkW7tVSG5kILBA,5,0,0,0,Always a joy to get back to Porcini! David always makes you feel like a part of the family. The food last night was great and service was wonderful! Can't wait until our next meal.,2017-03-05 17:44:14,"{'food': ['food last night was great'], 'drink': []}"
GmqFBtJkxbh1UjTDPnBJJQ,U7FKiS1eROsSzBg-7Ohr4Q,YtSqYv1Q_pOltsVPSx54SA,2,0,0,0,"The ambiance was lovely. So nice to be able to have a conversation in a restaurant. Having said this ---- Terrible service. We were sitting for 25 minutes before the waiter came to get drink orders. I had to ask the hostess to light a fire under him. Not that the young man wasn't nice. He just was poorly trained and slow. Looking around it seemed as if all the servers were away from the tables and out of the dining room most of the time. Back in the kitchen perhaps? Certainly not attending to our needs. At this price point I expect more and have gotten better service almost anywhere else in Philly. 
The food was just OK. My husband and I had the prime rib. I've had it elsewhere in Philly for a lot less and it's been comparable flavor wise. My friend had salmon which, again, was OK. The sides were OK. Nothing special. When it came time for coffee it was not presented with cream or sugar and when the sugar came, there was no teaspoon with which to stir it into the coffee. Don't know what the rave reviews are all about because we won't be back.",2017-12-04 14:22:57,"{'food': ['prime rib', 'salmon'], 'drink': []}"
5HXarkY2DPlNPZBFnpTzoA,E84rgWlWDqhv_QUY3vjr7g,ROeacJQwBeh05Rqg7F6TCg,2,0,0,0,"Uh I don't understand why there is such a craze for this place. When I went, the restaurant was empty, which is fine with me since the food should have come out faster. But it still took 20 minutes. With that said, my bibimbap came out cold. Like not cold because it's meant to be served cold, but cold as in the food was already cold when it got to our table. I don't know how you can really go wrong with bibimbap but this place does not deserve 4.5 star. The owner was nice so I feel bad for giving this a bad review, but the food is not that great. Won't be going back again.",2015-06-22 18:02:05,"{'food': ['bibimbap'], 'drink': []}"
WPAY6qZBzBtYrqA7h0hwzg,QkNgjepXTejTwF5_XHEN-w,BWITd9JUXP3gSi1z3Y-z8g,3,0,1,0,Food always good some of their waiters are poor.  I hate it when a waiter fails to keep your water and ice tea glasses with something in them.  I also hate that they clear your dishes while your still eating.  Leave me alone and let me eat.,2017-08-31 18:06:19,"{'food': ['Food always good', 'some of their waiters are poor'], 'drink': ['I hate it when a waiter fails to keep your water and ice tea glasses with something in them.', 'I also hate that they clear your dishes while your still eating.']}"
-5hXhjaipewMAR-wBIMyuw,zTwwciNRMedBvUS3-_8h6g,XQWZQjC73fCTRGWnD18-Eg,3,4,0,0,"A very decent bowl of mac n cheese, but nothing that special. You can build your own bowl, or go for a ""classic creation"". I got the Rittenhouse; topped w/ creamy sautéed spinach & artichoke dip.This flavors were very good, and the elbow mac were a nice consistency. I just wish there was more topping. The dish as a whole wasn't creamy, cheesy, or gooey enough. The potato chip panko crust made it even drier.",2016-07-06 00:49:12,"{'food': ['mac n cheese', 'sautéed spinach', 'artichoke dip', 'potato chip panko crust'], 'drink': []}"
T4MOB2CJh6oidZ2tmoScxQ,i3nBWZbRMIJpUGYBl2Kz2Q,mUIBtlWNPD7sz3rGGWQ1RA,4,0,0,0,Very nice Washington Square West lunch choice. Went here with my son on a Saturday. Our food was good and the portions were huge. Simple decor.,2013-07-17 15:55:53,"{'food': ['food'], 'drink': []}"
