review_id,user_id,business_id,stars,useful,funny,cool,text,date,ner_results
29V-JGIH4W-F8GKtI42Dzg,fs5bpfk-2pvq2v8S1De5pQ,dWoYU1l6t7_VB2LHYLHxmw,3,0,0,0,"IF i'm in old city (not OLDE city) and need a vitamin water or whatever, i'll come here. otherwise it's just another expensive bodega to me.",2012-03-04 18:57:11,"{'food': ['vitamin water'], 'drink': []}"
gxUzaRvqimPTzgNNKNjG4A,YDhSFerrdIOgtJ8nDjQXVw,skW4boArIApRw9DXKXukkA,1,0,0,0,"Waited forever for food. Some things came very late and something's never came to the table. The manager was involved and it didn't help. She brought two of our three dinners, knew one was missing, and just walked away. We waited 10-15 minutes for the third meal to arrive. This was after Not receiving the soup we ordered. We foolishly ordered dessert and coffee. The second cup of coffee was cold by the time the desserts arrived. Yes they were wrong.  DO NOT GO THERE!",2013-11-17 02:02:57,"{'food': ['dinner', 'dessert'], 'drink': ['coffee']}"
-qU97Tu40AX-_3w6bFanQg,zeVHFJq1di1SlJUa2WUgGA,bSWL0YxfawjS03_g2kgujA,1,0,0,0,"Pizza quality has gone down hill seriously, the toppings only covered the middle area and the cheese was put on very sparingly. Most of the pizza was just crust. Too bad, they use to be good but I guess they need to pay for their fancy beer pub next door so cutting corners is the new norm. Owner used to be friendly but now he's just cocky. This is so typical for the areas restauranteers, too much money to be made in this town.",2018-09-05 02:53:58,"{'food': ['Pizza'], 'drink': []}"
58eFWGtPL1K2KCPfvQxc4Q,Qb96OuDfIuI3CrGlbFzcTg,DsKzHnkLKnxZTVsFpts4oA,5,0,0,0,"The food here is a bit pricey, but if the food is really amazing! It's not just hotels restaurant food, it's actually good. The reviews for the crab and corn fritters all looked good, but they were amazing! Words can't do them justice. They had the perfect crunch, but were light and airy and filled with lots of crab meat. The Brussels sprouts are also amazing. Come here for drinks and apps and you will be sure to love it!",2018-04-18 01:49:06,"{'food': ['crab and corn fritters', 'Brussels sprouts'], 'drink': ['apples', 'beer', 'wine']}"
2gCEPIA6qkPTMTUCLiAcYg,qNia-tAppIlUj6qxjZxurA,RI33oswGDkIsc0fuQ8GzjA,5,2,0,2,Was hungry late night and took a shot at ordering a burger. I was really surprised at the quality of the burger and the fact they had gotten my order right with specifications requested. My food showed up hot and tasty . They even had enough courtesy to call me to give me other options since they had ran out of the chips I had wanted. I appreciate customer service like this.,2016-11-16 08:57:15,"{'food': ['burger'], 'drink': []}"
-Gag_O6ljgQj0KwdwvaleQ,fKSNLdHvMw_Nu3YPmf4DAw,VJEzpfLs_Jnzgqh5A_FVTg,5,1,0,1,I absolutely love thai food and this place had great flavors and very good service. The manager/ owner made it a point to stop by and check on us and made us feel incredibly welcome.,2018-02-04 05:07:46,"{'food': ['thai food'], 'drink': []}"
s4C47QwTfaE01-5OvhFZqg,foV86x4clQlYyBCE5_B3aA,t5RIuLUvE5fxr0TaRWxeQg,1,1,0,0,"$94 for the worst Italian I've ever had.  The place is empty for a reason.  Calamari was chewy, seafood dish was chewy, veal was sub optimal.  Best part was the wine.  Find another place on Main Street.",2017-02-12 01:18:54,"{'food': ['chewy', 'chewy', 'sub optimal'], 'drink': ['best part']}"
T5H8ZPeKqQ9J65f8M4f6SA,5c1WuTtNJhjdK4b2dHoDlg,O6hY9yenifuRXrpc4TfgsQ,4,1,0,0,"The sandwiches here are divine and their burgers are especially good... BUT the music is SO LOUD. We just came back from lunch and I was literally screaming at my poor old grandmother the entire time. I mean, I love the 90s Pandora station as much as the next person (okay, maybe not), but my recommendation would be to aid the ambience and turn down the obnoxious music. The server we had was great. The quality of ingredients were quality. The volume is my only problem.",2015-06-24 17:26:21,"{'food': ['sandwiches', 'burgers'], 'drink': []}"
GObKKLNMVci-Bv9bF4oauQ,TBlVWr4kG22TU3fSW3rpRg,N1ZXhAVzOzbyCBPEXTaUUw,3,1,0,0,"Funniest thing...  I went here expecting a not-so-great meal... Why would I go somewhere expecting subpar food?  I don't really have an answer for that, just wanted to try it I guess.  And hey, I'm glad I did.  Everything there is clearly homemade, everything was really pretty damn solid.  

They had goat, which was the first time I had ever eaten goat.  And it was really tender and tastey.  

Despite it being the last half hour of their lunch buffet everything was still pretty fresh.  

I will say, I do still prefer New Delhi (which is right around the corner and the same damn price) but this place is a really solid alternative choice.",2011-12-07 21:23:33,"{'food': ['goat'], 'drink': []}"
BSqsNwh3PTannTsuD4-uCg,4_vBDxNNV-giTxbodY2ahw,Q-prSTdggNlxAEFV88BZOw,5,0,0,0,Great selection if wine and tapas.  Love their cheese menu.  I've been here multiple times and it never fails amaze me.  Definitely worth the trip if you're into vet wine or cheese.,2014-10-30 21:31:06,"{'food': ['wine', 'tapas', 'cheese'], 'drink': []}"
DQpI015kQK6_HoY1gQLF2Q,YrA5udHCp03VL2iyZXv0JQ,RI33oswGDkIsc0fuQ8GzjA,2,2,0,1,"Honestly, with today being the Mummers Parade and this place being the new guy in a city of chesesteaks on every corner, a little more love could have been added. The meat had good flavor and was tender but was cold and undercooked. The sandwich in all was very skimpy compared to the other cheese steaks in town.  I think more attention needs to be put towards quality of the final product of the sandwich...and maybe smile at ur new customers!",2014-01-01 23:40:00,"{'food': ['meat', 'sandwich'], 'drink': []}"
