review_id,user_id,business_id,stars,useful,funny,cool,text,date,ner_results
QD-q8viK1mlUFvooB0PqKw,-G7Zkl1wIWBBmD0KRy_sCw,O6hY9yenifuRXrpc4TfgsQ,2,11,4,3,"The Blue Duck is a nice place to stop for brunch or lunch if you find yourself in the vicinity.  It has a reputation for offering ""Center City"" atmosphere, with ""Northeast Philly"" earthiness.  I guess that means you don't always have to run downtown to find a cool place to eat, or conversely, that Northeast Philly now has its own duck fat fries outlet.  Can I hear a, ""Hallelujah!""?

We stopped in for a late lunch after an appointment with Homeland Security on Drummond Road nearby.  That is never a sparkling experience, and we all wanted something to wash away the bureaucratic dust that comes with dealing with the Feds. We ordered three of their signature burgers, and the Salt & Pepper Fries for the table.  Water all around. We waited about 20 minutes for our meals to arrive, all the while smelling the grilling beef in the open kitchen.  This was a very hot day, and the HVAC was struggling to maintain the right comfort level.  Even with the front door closed, the humidity in the house was noticeable.  

The House Grind Burger, Pork Roll Burger and Beast of Northeast Burger arrived in the arms of our erstwhile server.  All looked great with Brioche-style rolls, and the individual toppings.  My Beast was a mix of Wild Boar and Beef, Smoked Gouda, Sweet Tomato Jam, Bacon and Crisp Sriracha Shoestring Onions.  Beautiful to behold.  First bite should have been awesome, but aside from the interesting flavor of the fixings, the ""Medium"" finish requested was in fact, ""Well Done.""  With the juice gone, I could not taste the difference in the meats, and found the burger less than hoped. The same was true for the House Grind, although for some reason the Pork Roll Burger came out ""Medium Rare,""  and amply juiced.  The S & P Fries were good; hot, but not crisp. 

It is always awkward to low rank a popular restaurant, but it was what it was.  Someone needs to pay more attention at the grill, as it is likely to have happened before.  

Good luck with your new Center City enterprise.",2016-07-17 18:27:49,"{'food': ['Center City', 'Northeast Philly'], 'drink': []}"
3IHp6f-QzZ2YiTaSR3LdOA,U79rOsK71ncgCKVu58PKTA,h85b3MFPWyaopMBy8DpBpA,4,0,0,0,This is my favorite carribean spot!  All of their food is delicious. The only reason they don't get a 5 star review from me is because they run out of beef patties way too fast and the wait time is ungodly sometimes. But other than that the food is sooo delicious that I will wait for it. And the prices are great for the amount of food you get a small platter can easily feed 2 people or be used as two meals!,2017-02-24 17:10:22,"{'food': ['beef patties', 'small platter'], 'drink': []}"
1f9bMgCZE2OOeklM5qlxGw,snezm7ll4l6npatgh3IEQQ,GYAX9mPGYx9VfwDiuIl_9Q,4,2,0,1,"I really like this little hole-in-the-wall place my sister introduced me to...I like their chicken banh mi's with everything on top, but also their special and vegetarian ones are awesome too.  I think the highlight is really the bread...it's crispy and the crust gets everywhere so be careful eating it in your car if you care about that kind of thing :)  I wouldn't say it's the best banh mi I've ever had, but pretty close! (Fu-Wah is a close competitor...)
Plus, the owners are super nice, and humble too.  Try to swing by here if you're in the area!",2011-06-06 21:11:23,
07_O5mv48QDO330jaQWmnw,Lk2cjBLdXa4F89h23ZlGnw,GUMVStVaJfWmCIpQA4TtHg,5,0,0,0,Best place for sushi at a great price! All the staff is friendly and you are bound to have a great time there no matter what day of the week it is! I am a regular here and wouldn't want it any other way!,2017-08-11 05:09:30,"{'food': ['sushi'], 'drink': []}"
PNkEHYGiTRTPTXihZFOEcQ,LFf3yPSy8aGuQGsS1SFL4A,sHZP73HSW1eCBorgi8pUjQ,4,1,0,0,"I've never been to the store, always got it delivered but I really like College Pizza.

But hey, I'm english, so what do I know.",2008-01-24 17:45:39,
MovrtGI4sR5AuwZzxc2r7w,4zQq8PMopzCHkoQnEwdxqQ,eaDZlSuVS0EY67Ke6pRP6Q,4,1,0,0,"While on vacation i stayed near China Town in Philly and had NO idea where to eat. I saw this place was rated high so I had to try it. I looked at other people's comments about certain recommended food like the ""Mango Chicken"" and ordered that. It was good, but i was slightly disappointed because the sauce seemed like it was just sweet and sour sauce with ketchup. Ketchup!?! 

So besides the Mango Chicken I LOVED everything else. The spring rolls (PENANG POH PIAH) are amazing!!! The waiter i had was fantastic and recommended this pancake thing from the appetizer that was also fantastic (especially if you like curry) called HOME MADE ROTI CANAI (INDIAN PANCAKE).",2012-07-09 16:58:15,"{'food': ['Mango Chicken', 'Spring Rolls (PENANG POH PIAH)', 'Home Made Roti Canai (INDIAN PANCAKE)'], 'drink': []}"
FLJg6dcfZsdimNxnbw166Q,dkzVJKZZdYjbaj0vYUX-Nw,Bw0cpnfI-Y9QmjWzqS-oFg,4,1,0,0,I've pasted izumi a bunch of times since it opened last year. I finally went here for a meeting. Everything we ordered was great! Our server was really knowledgable  and the overall atmostphere was excellent. I can't wait to go back!,2010-09-16 20:19:12,"{'food': ['izumi'], 'drink': []}"
QzUyHN-BLf8Y0du0IdcbIA,3nqjqpPeUL5fLbskHP7F0g,u7_3L1NBWgxhBM_B-cmmnA,4,0,0,0,Started with a Rotolo and that was a good choice.  These are really good.  We had 2 pizzas: Crudo and Salsiccia.  The Crudo was my favorite.  The Salsiccia was a bit heavy on the fennel for my taste.  Finished with the Fried Pizza Dough.  Not sure that it is possible to go wrong with fried dough.,2014-06-04 21:17:44,"{'food': ['Rotolo', 'Pizza', 'Crudo', 'Salsiccia', 'Fried Pizza Dough'], 'drink': []}"
s5ZZ5WmfVHqQ7EkEyq3U8w,PV0U0arT_AUfjVBtrKfPSA,EtKSTHV5Qx_Q7Aur9o4kQQ,3,2,0,0,"We finally made it to the Village Whiskey and it was on my holy grail quest for the best hamburger ever. We went on Memorial Day evening thinking the city would be empty and there would be a short wait. No such luck and at 8:00 the wait was 45 minutes. We decided to wait it out as it was a really nice night and we walked around. We were seated outside which was also OK as it was so pleasant, the inside is pretty small and there is not a lot of seating. 

I had the Village Burger. It was good but I wasn't blown away. Maybe I heard so much about the Village Whiskey that it was impossible to meet my expectations even if Jose Garces personally cooked my burger and served it to me.  I don't know, the bun was really good but a bit soggy when my plate arrived. The meat was pretty good also, cooked just right but it just didn't knock me out as anything super special. I added the Rogue Smokey Blue bringing my burger to close to $15.00.

My daughter had the Kentucky Hot Brown and that was excellent, better then the burger. The brioche was really tasty. My wife had the Cobb salad and that just pretty good. We had the the duck fat french fries and again they were just OK at best.

The Village Whiskey is expensive for comfort/bar food, especially if your party is ordering drinks. We had just one beer and we did not order a dessert or a milk shake, so for a burger, salad, fries, and sandwich our bill was $55.00 before tip.",2012-06-04 21:03:45,"{'food': ['Village Burger', 'Kentucky Hot Brown', 'Cobb Salad', 'Duck Fat French Fries'], 'drink': ['Rogue Smokey Blue']}"
gJGRSiDySgLuJc3kMzznxg,sYl8ElTBLm0D-mlKUd0ktg,ROeacJQwBeh05Rqg7F6TCg,5,0,0,0,"Truly an awesome little place. I've only done take out and delivery, but I love it. It's my go-to spot. Try to come like once a week now. Super fast, fresh and tasty. It has that comforting Asian flavor and texture without being oily and leaving you feeling gross like some other Asian food (mostly Chinese...). Everyone should definitely give it a try. My only recommendation would be for them to start offering brown rice. Otherwise it's perfect.",2016-01-23 16:19:38,"{'food': ['Asian food', 'Chinese food'], 'drink': []}"
